Date,Volume Transigé,Valeur Transigée,Nombre d'Emetteurs,Nombre de Transactions
2020-03-13,0,0.0,12.0,0.0
2020-03-16,0,0.0,12.0,0.0
2020-03-18,0,0.0,12.0,0.0
2020-03-20,13500,136770525.0,12.0,4.0
2020-03-23,0,0.0,12.0,0.0
2020-03-25,195335,996075672.0,12.0,1.0
2020-03-27,4665,23795325.0,12.0,1.0
2020-03-30,0,0.0,12.0,0.0
2020-04-01,0,0.0,12.0,0.0
2020-04-03,0,0.0,12.0,0.0
2020-04-06,0,0.0,12.0,0.0
2020-04-08,0,0.0,12.0,0.0
2020-04-13,4999,25680463.0,12.0,1.0
2020-04-15,0,0.0,12.0,0.0
2020-04-17,0,0.0,12.0,0.0
2020-04-20,0,0.0,12.0,0.0
2020-04-22,0,0.0,12.0,0.0
2020-04-24,11100,1110000000.0,12.0,2.0
2020-04-27,2000,19898000.0,12.0,1.0
2020-04-29,0,0.0,12.0,0.0
2020-05-04,0,0.0,12.0,0.0
2020-05-06,0,0.0,12.0,0.0
2020-05-08,0,0.0,12.0,0.0
2020-05-11,0,0.0,12.0,0.0
2020-05-13,0,0.0,12.0,0.0
2020-05-15,0,0.0,12.0,0.0
2020-05-18,25000,248750000.0,12.0,1.0
2020-05-22,0,0.0,12.0,0.0
2020-05-27,0,0.0,12.0,0.0
2020-05-29,0,0.0,12.0,0.0
2020-06-01,0,0.0,12.0,0.0
2020-06-03,0,0.0,12.0,0.0
2020-06-05,0,0.0,12.0,0.0
2020-06-08,0,0.0,12.0,0.0
2020-06-10,0,0.0,12.0,0.0
2020-06-12,150000,750000000.0,12.0,1.0
2020-06-15,0,0.0,12.0,0.0
2020-06-17,0,0.0,12.0,0.0
2020-06-19,0,0.0,12.0,0.0
2020-06-22,0,0.0,12.0,0.0
2020-06-24,0,0.0,12.0,0.0
2020-06-26,0,0.0,12.0,0.0
2020-06-29,0,0.0,12.0,0.0
2020-07-01,0,0.0,12.0,0.0
2020-07-03,0,0.0,12.0,0.0
2020-07-06,0,0.0,12.0,0.0
2020-07-08,0,0.0,12.0,0.0
2020-07-10,0,0.0,12.0,0.0
2020-07-13,0,0.0,12.0,0.0
2020-07-15,0,0.0,12.0,0.0
2020-07-17,0,0.0,12.0,0.0
2020-07-20,0,0.0,12.0,0.0
2020-07-22,0,0.0,12.0,0.0
2020-07-24,0,0.0,12.0,0.0
2020-07-27,0,0.0,12.0,0.0
2020-07-29,0,0.0,12.0,0.0
2020-08-03,0,0.0,12.0,0.0
2020-08-05,0,0.0,12.0,0.0
2020-08-12,0,0.0,12.0,0.0
2020-08-14,0,0.0,12.0,0.0
2020-08-17,0,0.0,12.0,0.0
2020-08-19,0,0.0,12.0,0.0
2020-08-21,0,0.0,12.0,0.0
2020-08-24,0,0.0,12.0,0.0
2020-08-26,210000,525000000.0,12.0,1.0
2020-08-28,0,0.0,12.0,0.0
2020-08-31,0,0.0,12.0,0.0
2020-09-02,0,0.0,12.0,0.0
2020-09-04,0,0.0,12.0,0.0
2020-09-07,0,0.0,12.0,0.0
2020-09-09,0,0.0,12.0,0.0
2020-09-11,0,0.0,12.0,0.0
2020-09-14,0,0.0,12.0,0.0
2020-09-16,0,0.0,12.0,0.0
2020-09-18,0,0.0,12.0,0.0
2020-09-21,0,0.0,12.0,0.0
2020-09-23,0,0.0,12.0,0.0
2020-09-25,0,0.0,12.0,0.0
2020-09-28,0,0.0,12.0,0.0
2020-09-30,0,0.0,11.0,0.0
2020-10-02,0,0.0,11.0,0.0
2020-10-05,0,0.0,11.0,0.0
2020-10-07,0,0.0,11.0,0.0
2020-10-09,0,0.0,11.0,0.0
2020-10-12,55000,495000000.0,11.0,3.0
2020-10-14,0,0.0,11.0,0.0
2020-10-16,0,0.0,11.0,0.0
2020-10-19,0,0.0,11.0,0.0
2020-10-21,0,0.0,11.0,0.0
2020-10-23,0,0.0,11.0,0.0
2020-10-26,0,0.0,11.0,0.0
2020-10-28,0,0.0,11.0,0.0
2020-10-30,0,0.0,11.0,0.0
2020-11-02,12590644,62953220000.0,11.0,6.0
2020-11-04,2398000,11990000000.0,11.0,2.0
2020-11-06,0,0.0,11.0,0.0
2020-11-09,0,0.0,11.0,0.0
2020-11-11,0,0.0,11.0,0.0
2020-11-13,0,0.0,11.0,0.0
2020-11-16,0,0.0,11.0,0.0
2020-11-18,0,0.0,11.0,0.0
2020-11-20,0,0.0,11.0,0.0
2020-11-23,0,0.0,11.0,0.0
2020-11-25,0,0.0,11.0,0.0
2020-11-27,0,0.0,11.0,0.0
2020-11-30,0,0.0,11.0,0.0
2020-12-02,0,0.0,11.0,0.0
2020-12-04,0,0.0,11.0,0.0
2020-12-07,0,0.0,11.0,0.0
2020-12-09,0,0.0,11.0,0.0
2020-12-11,0,0.0,11.0,0.0
2020-12-14,0,0.0,11.0,0.0
2020-12-16,0,0.0,11.0,0.0
2020-12-18,0,0.0,11.0,0.0
2020-12-21,0,0.0,11.0,0.0
2020-12-23,0,0.0,11.0,0.0
2020-12-28,0,0.0,11.0,0.0
2020-12-30,0,0.0,11.0,0.0
2021-01-04,0,0.0,11.0,0.0
2021-01-06,3500,26250000.0,11.0,1.0
2021-01-11,0,0.0,11.0,0.0
2021-01-13,0,0.0,10.0,0.0
2021-01-15,0,0.0,10.0,0.0
2021-01-18,0,0.0,10.0,0.0
2021-01-20,0,0.0,10.0,0.0
2021-01-22,0,0.0,10.0,0.0
2021-01-25,0,0.0,10.0,0.0
2021-01-27,0,0.0,10.0,0.0
2021-01-29,0,0.0,10.0,0.0
2021-02-01,0,0.0,11.0,0.0
2021-02-03,12620,126000000.0,11.0,4.0
2021-02-08,4380,43800000.0,11.0,2.0
2021-02-10,0,0.0,11.0,0.0
2021-02-12,0,0.0,11.0,0.0
2021-02-15,0,0.0,11.0,0.0
2021-02-17,0,0.0,11.0,0.0
2021-02-19,0,0.0,11.0,0.0
2021-02-22,0,0.0,11.0,0.0
2021-02-24,0,0.0,11.0,0.0
2021-02-26,1000,9999000.0,11.0,1.0
2021-03-01,0,0.0,11.0,0.0
2021-03-03,0,0.0,11.0,0.0
2021-03-05,0,0.0,11.0,0.0
2021-03-08,0,0.0,11.0,0.0
2021-03-10,0,0.0,11.0,0.0
2021-03-12,0,0.0,11.0,0.0
2021-03-15,50000,500000000.0,11.0,1.0
2021-03-17,0,0.0,11.0,0.0
2021-03-19,0,0.0,11.0,0.0
2021-03-22,0,0.0,11.0,0.0
2021-03-24,0,0.0,11.0,0.0
2021-03-26,0,0.0,11.0,0.0
2021-03-29,0,0.0,11.0,0.0
2021-03-31,0,0.0,11.0,0.0
2021-04-05,0,0.0,11.0,0.0
2021-04-07,0,0.0,11.0,0.0
2021-04-09,0,0.0,11.0,0.0
2021-04-12,0,0.0,11.0,0.0
2021-04-14,50000,475000000.0,11.0,1.0
2021-04-16,0,0.0,11.0,0.0
2021-04-19,0,0.0,11.0,0.0
2021-04-21,0,0.0,11.0,0.0
2021-04-23,0,0.0,11.0,0.0
2021-04-26,0,0.0,11.0,0.0
2021-04-28,0,0.0,11.0,0.0
2021-04-30,0,0.0,11.0,0.0
2021-05-03,0,0.0,11.0,0.0
2021-05-05,0,0.0,11.0,0.0
2021-05-07,0,0.0,11.0,0.0
2021-05-10,0,0.0,11.0,0.0
2021-05-12,0,0.0,11.0,0.0
2021-05-17,0,0.0,11.0,0.0
2021-05-19,1000,9800000.0,11.0,1.0
2021-05-21,0,0.0,11.0,0.0
2021-05-24,0,0.0,11.0,0.0
2021-05-26,0,0.0,11.0,0.0
2021-05-28,0,0.0,11.0,0.0
2021-05-31,0,0.0,11.0,0.0
2021-06-02,4700,47000000.0,11.0,2.0
2021-06-04,0,0.0,10.0,0.0
2021-06-07,0,0.0,10.0,0.0
2021-06-09,0,0.0,10.0,0.0
2021-06-11,0,0.0,10.0,0.0
2021-06-14,0,0.0,10.0,0.0
2021-06-16,933333,5029997485.0,10.0,2.0
2021-06-18,0,0.0,10.0,0.0
2021-06-21,75000,375000000.0,10.0,1.0
2021-06-23,0,0.0,10.0,0.0
2021-06-25,0,0.0,10.0,0.0
2021-06-28,0,0.0,10.0,0.0
2021-06-30,0,0.0,10.0,0.0
2021-07-02,0,0.0,10.0,0.0
2021-07-05,0,0.0,10.0,0.0
2021-07-07,0,0.0,10.0,0.0
2021-07-09,0,0.0,10.0,0.0
2021-07-12,0,0.0,10.0,0.0
2021-07-14,0,0.0,10.0,0.0
2021-07-16,0,0.0,10.0,0.0
2021-07-21,0,0.0,10.0,0.0
2021-07-23,0,0.0,10.0,0.0
2021-07-26,0,0.0,10.0,0.0
2021-07-28,0,0.0,10.0,0.0
2021-07-30,10,100000.0,12.0,2.0
2021-08-02,10,100000.0,12.0,2.0
2021-08-04,50000,500000000.0,12.0,1.0
2021-08-06,0,0.0,12.0,0.0
2021-08-09,0,0.0,12.0,0.0
2021-08-11,0,0.0,12.0,0.0
2021-08-13,200000,2000000000.0,12.0,1.0
2021-08-18,0,0.0,12.0,0.0
2021-08-20,200000,2000000000.0,12.0,1.0
2021-08-23,0,0.0,12.0,0.0
2021-08-25,0,0.0,12.0,0.0
2021-08-27,1462746,14600460000.0,12.0,3.0
2021-08-30,0,0.0,11.0,0.0
2021-09-01,0,0.0,11.0,0.0
2021-09-03,0,0.0,11.0,0.0
2021-09-06,0,0.0,11.0,0.0
2021-09-08,0,0.0,11.0,0.0
2021-09-10,0,0.0,11.0,0.0
2021-09-13,0,0.0,11.0,0.0
2021-09-15,1500,14850000.0,11.0,1.0
2021-09-17,0,0.0,11.0,0.0
2021-09-20,1003000,10030000000.0,11.0,1.0
2021-09-22,0,0.0,11.0,0.0
2021-09-24,0,0.0,11.0,0.0
2021-09-27,0,0.0,11.0,0.0
2021-09-29,100000,1000000000.0,11.0,1.0
2021-10-01,0,0.0,11.0,0.0
2021-10-04,0,0.0,11.0,0.0
2021-10-06,87178,87178.0,11.0,5.0
2021-10-08,9400,94000000.0,11.0,1.0
2021-10-11,1200,8000000.0,11.0,1.0
2021-10-13,190,1266667.0,11.0,1.0
2021-10-15,600000,6000000000.0,11.0,1.0
2021-10-18,0,0.0,11.0,0.0
2021-10-20,0,0.0,11.0,0.0
2021-10-22,0,0.0,10.0,0.0
2021-10-25,0,0.0,10.0,0.0
2021-10-27,0,0.0,10.0,0.0
2021-10-29,100000,1000000000.0,10.0,1.0
2021-11-01,0,0.0,10.0,0.0
2021-11-03,3610,24066668.0,10.0,1.0
2021-11-05,0,0.0,10.0,0.0
2021-11-08,0,0.0,10.0,0.0
2021-11-10,0,0.0,10.0,0.0
2021-11-12,0,0.0,10.0,0.0
2021-11-15,0,0.0,10.0,0.0
2021-11-17,0,0.0,10.0,0.0
2021-11-19,18731,187310000.0,10.0,2.0
2021-11-22,0,0.0,10.0,0.0
2021-11-24,0,0.0,10.0,0.0
2021-11-26,61284,612840000.0,10.0,1.0
2021-11-29,97000,970000000.0,10.0,1.0
2021-12-01,0,0.0,10.0,0.0
2021-12-03,0,0.0,10.0,0.0
2021-12-06,0,0.0,10.0,0.0
2021-12-10,0,0.0,11.0,0.0
2021-12-13,0,0.0,11.0,0.0
2021-12-15,0,0.0,11.0,0.0
2021-12-17,0,0.0,11.0,0.0
2021-12-20,0,0.0,11.0,0.0
2021-12-22,0,0.0,11.0,0.0
2021-12-24,0,0.0,11.0,0.0
2021-12-27,0,0.0,11.0,0.0
2021-12-29,0,0.0,10.0,0.0
2021-12-31,1194000,11940000000.0,10.0,3.0
2022-01-03,0,0.0,10.0,0.0
2022-01-05,0,0.0,10.0,0.0
2022-01-07,0,0.0,10.0,0.0
2022-01-10,0,0.0,10.0,0.0
2022-01-12,0,0.0,10.0,0.0
2022-01-14,0,0.0,10.0,0.0
2022-01-17,0,0.0,10.0,0.0
2022-01-19,0,0.0,10.0,0.0
2022-01-21,108900,1062999999.0,10.0,3.0
2022-01-24,0,0.0,10.0,0.0
2022-01-26,16200,170737956.0,10.0,2.0
2022-01-28,14700,154979307.0,10.0,2.0
2022-01-31,0,0.0,10.0,0.0
2022-02-02,0,0.0,10.0,0.0
2022-02-04,32500,301564525.0,10.0,2.0
2022-02-07,29870,315322954.0,10.0,1.0
2022-02-09,0,0.0,10.0,0.0
2022-02-14,0,0.0,10.0,0.0
2022-02-16,1250,13219175.0,10.0,2.0
2022-02-18,316,3307551.0,10.0,2.0
2022-02-21,0,0.0,10.0,0.0
2022-02-23,0,0.0,10.0,0.0
2022-02-25,0,0.0,10.0,0.0
2022-02-28,0,0.0,10.0,0.0
2022-03-02,0,0.0,10.0,0.0
2022-03-04,1100,3707649.0,10.0,1.0
2022-03-07,0,0.0,10.0,0.0
2022-03-09,0,0.0,10.0,0.0
2022-03-11,10450,103022094.0,11.0,2.0
2022-03-14,0,0.0,11.0,0.0
2022-03-16,0,0.0,11.0,0.0
2022-03-18,0,0.0,11.0,0.0
2022-03-21,0,0.0,11.0,0.0
2022-03-23,1500,14998500.0,11.0,1.0
2022-03-25,0,0.0,11.0,0.0
2022-03-28,0,0.0,11.0,0.0
2022-03-30,0,0.0,11.0,0.0
2022-04-04,0,0.0,11.0,0.0
2022-04-06,224569,574220687.0,11.0,1.0
2022-04-08,0,0.0,11.0,0.0
2022-04-11,21088,201166445.0,11.0,1.0
2022-04-13,0,0.0,11.0,0.0
2022-04-18,0,0.0,11.0,0.0
2022-04-20,0,0.0,11.0,0.0
2022-04-22,0,0.0,11.0,0.0
2022-04-25,0,0.0,11.0,0.0
2022-04-27,583,1982305.0,11.0,1.0
2022-04-29,0,0.0,11.0,0.0
2022-05-04,0,0.0,11.0,0.0
2022-05-06,0,0.0,11.0,0.0
2022-05-09,0,0.0,11.0,0.0
2022-05-11,0,0.0,11.0,0.0
2022-05-13,0,0.0,11.0,0.0
2022-05-16,0,0.0,11.0,0.0
2022-05-18,0,0.0,11.0,0.0
2022-05-23,0,0.0,11.0,0.0
2022-05-25,0,0.0,11.0,0.0
2022-05-27,0,0.0,11.0,0.0
2022-05-30,0,0.0,11.0,0.0
2022-06-01,0,0.0,11.0,0.0
2022-06-03,0,0.0,11.0,0.0
2022-06-06,0,0.0,11.0,0.0
2022-06-08,0,0.0,11.0,0.0
2022-06-10,0,0.0,11.0,0.0
2022-06-13,0,0.0,11.0,0.0
2022-06-15,0,0.0,11.0,0.0
2022-06-17,0,0.0,11.0,0.0
2022-06-20,0,0.0,11.0,0.0
2022-06-22,0,0.0,11.0,0.0
2022-06-24,0,0.0,11.0,0.0
2022-06-27,0,0.0,11.0,0.0
2022-06-29,0,0.0,11.0,0.0
2022-07-01,0,0.0,11.0,0.0
2022-07-04,0,0.0,11.0,0.0
2022-07-06,0,0.0,11.0,0.0
2022-07-08,0,0.0,11.0,0.0
2022-07-11,0,0.0,11.0,0.0
2022-07-11,0,0.0,11.0,0.0
2022-07-13,0,0.0,11.0,0.0
2022-07-15,0,0.0,11.0,0.0
2022-07-18,0,0.0,11.0,0.0
2022-07-20,0,0.0,11.0,0.0
2022-07-22,0,0.0,11.0,0.0
2022-07-25,0,0.0,11.0,0.0
2022-07-27,0,0.0,11.0,0.0
2022-07-29,0,0.0,11.0,0.0
2022-08-01,0,0.0,11.0,0.0
2022-08-03,5000,50000000.0,11.0,1.0
2022-08-05,0,0.0,11.0,0.0
2022-08-08,0,0.0,11.0,0.0
2022-08-10,0,0.0,11.0,0.0
2022-08-12,0,0.0,11.0,0.0
2022-08-17,0,0.0,10.0,0.0
2022-08-19,0,0.0,10.0,0.0
2022-08-22,0,0.0,10.0,0.0
2022-08-24,0,0.0,10.0,0.0
2022-08-26,0,0.0,10.0,0.0
2022-08-29,0,0.0,10.0,0.0
2022-08-31,0,0.0,10.0,0.0
2022-09-02,0,0.0,10.0,0.0
2022-09-05,0,0.0,10.0,0.0
2022-09-07,0,0.0,10.0,0.0
2022-09-09,0,0.0,10.0,0.0
2022-09-12,0,0.0,10.0,0.0
2022-09-14,0,0.0,10.0,0.0
2022-09-16,0,0.0,10.0,0.0
2022-09-19,0,0.0,10.0,0.0
2022-09-21,0,0.0,10.0,0.0
2022-09-23,0,0.0,10.0,0.0
2022-09-26,0,0.0,10.0,0.0
2022-09-28,490,5008236.0,11.0,2.0
2022-09-30,0,0.0,11.0,0.0
2022-10-03,4849,49586019.0,11.0,1.0
2022-10-05,0,0.0,11.0,0.0
2022-10-07,30000,313276500.0,11.0,1.0
2022-10-10,0,0.0,11.0,0.0
2022-10-12,0,0.0,11.0,0.0
2022-10-14,0,0.0,11.0,0.0
2022-10-17,0,0.0,11.0,0.0
2022-10-19,0,0.0,11.0,0.0
2022-10-21,0,0.0,11.0,0.0
2022-10-24,0,0.0,11.0,0.0
2022-10-26,0,0.0,11.0,0.0
2022-10-28,0,0.0,11.0,0.0
2022-10-31,0,0.0,11.0,0.0
2022-11-02,0,0.0,11.0,0.0
2022-11-04,0,0.0,11.0,0.0
2022-11-07,0,0.0,11.0,0.0
2022-11-09,8513,89328441.0,11.0,1.0
2022-11-11,0,0.0,11.0,0.0
2022-11-14,0,0.0,11.0,0.0
2022-11-16,0,0.0,11.0,0.0
2022-11-18,1000,9950000.0,11.0,1.0
2022-11-21,0,0.0,11.0,0.0
2022-11-23,0,0.0,11.0,0.0
2022-11-25,0,0.0,11.0,0.0
2022-11-28,20000,205438400.0,11.0,1.0
2022-11-30,0,0.0,11.0,0.0
2022-12-02,0,0.0,11.0,0.0
2022-12-05,0,0.0,10.0,0.0
2022-12-07,0,0.0,10.0,0.0
2022-12-09,0,0.0,10.0,0.0
2022-12-12,0,0.0,10.0,0.0
2022-12-14,0,0.0,10.0,0.0
2022-12-16,0,0.0,10.0,0.0
2022-12-19,19,190408.0,10.0,1.0
2022-12-21,0,0.0,10.0,0.0
2022-12-23,0,0.0,10.0,0.0
2022-12-28,0,0.0,10.0,0.0
2022-12-30,0,0.0,10.0,0.0
2023-01-04,0,0.0,9.0,0.0
2023-01-06,0,0.0,9.0,0.0
2023-01-09,0,0.0,9.0,0.0
2023-01-11,0,0.0,9.0,0.0
2023-01-13,0,0.0,9.0,0.0
2023-01-16,0,0.0,9.0,0.0
2023-01-18,0,0.0,9.0,0.0
2023-01-20,0,0.0,9.0,0.0
2023-01-23,0,0.0,9.0,0.0
2023-01-25,0,0.0,9.0,0.0
2023-01-26,100,1012842.0,10.0,1.0
2023-01-27,0,0.0,10.0,0.0
2023-01-30,0,0.0,10.0,0.0
2023-02-01,0,0.0,10.0,0.0
2023-02-03,0,0.0,10.0,0.0
2023-02-06,0,0.0,10.0,0.0
2023-02-08,0,0.0,10.0,0.0
2023-02-10,0,0.0,10.0,0.0
2023-02-13,0,0.0,10.0,0.0
2023-02-15,100,1005096.0,11.0,1.0
2023-02-17,0,0.0,11.0,0.0
2023-02-20,0,0.0,11.0,0.0
2023-02-22,0,0.0,11.0,0.0
2023-02-24,0,0.0,11.0,0.0
2023-02-27,0,0.0,11.0,0.0
2023-03-01,70,709451.0,11.0,1.0
2023-03-03,0,0.0,11.0,0.0
2023-03-06,0,0.0,11.0,0.0
2023-03-08,0,0.0,11.0,0.0
2023-03-10,0,0.0,11.0,0.0
2023-03-13,0,0.0,11.0,0.0
2023-03-15,800000,8105927000.0,11.0,2.0
2023-03-17,0,0.0,11.0,0.0
2023-03-20,0,0.0,11.0,0.0
2023-03-22,0,0.0,11.0,0.0
2023-03-24,122,1239336.0,12.0,3.0
2023-03-27,0,0.0,12.0,0.0
2023-03-29,0,0.0,12.0,0.0
2023-03-31,0,0.0,12.0,0.0
2023-04-03,0,0.0,12.0,0.0
2023-04-05,0,0.0,12.0,0.0
2023-04-10,6000,30681180.0,12.0,1.0
2023-04-12,0,0.0,12.0,0.0
2023-04-14,0,0.0,12.0,0.0
2023-04-17,0,0.0,12.0,0.0
2023-04-19,0,0.0,12.0,0.0
2023-04-24,0,0.0,12.0,0.0
2023-04-26,0,0.0,12.0,0.0
2023-04-28,0,0.0,12.0,0.0
2023-05-03,0,0.0,12.0,0.0
2023-05-05,0,0.0,12.0,0.0
2023-05-08,0,0.0,12.0,0.0
2023-05-10,0,0.0,12.0,0.0
2023-05-12,0,0.0,12.0,0.0
2023-05-15,0,0.0,12.0,0.0
2023-05-17,0,0.0,12.0,0.0
2023-05-19,0,0.0,12.0,0.0
2023-05-22,0,0.0,12.0,0.0
2023-05-24,0,0.0,12.0,0.0
2023-05-26,0,0.0,12.0,0.0
2023-05-29,0,0.0,12.0,0.0
2023-05-31,0,0.0,12.0,0.0
2023-06-02,0,0.0,12.0,0.0
2023-06-05,0,0.0,12.0,0.0
2023-06-07,0,0.0,12.0,0.0
2023-06-09,1000,9730740.0,12.0,1.0
2023-06-12,0,0.0,12.0,0.0
2023-06-14,0,0.0,12.0,0.0
2023-06-16,0,0.0,12.0,0.0
2023-06-19,0,0.0,12.0,0.0
2023-06-21,0,0.0,12.0,0.0
2023-06-23,0,0.0,12.0,0.0
2023-06-26,0,0.0,12.0,0.0
2023-06-30,0,0.0,12.0,0.0
2023-07-03,0,0.0,12.0,0.0
2023-07-05,0,0.0,12.0,0.0
2023-07-07,0,0.0,12.0,0.0
2023-07-10,0,0.0,12.0,0.0
2023-07-12,0,0.0,12.0,0.0
2023-07-14,0,0.0,12.0,0.0
2023-07-17,0,0.0,12.0,0.0
2023-07-19,0,0.0,12.0,0.0
2023-07-21,0,0.0,12.0,0.0
2023-07-24,0,0.0,12.0,0.0
2023-07-26,0,0.0,12.0,0.0
2023-07-28,0,0.0,12.0,0.0
2023-07-31,0,0.0,12.0,0.0
2023-08-01,23628,230379380.0,12.0,1.0
2023-08-02,0,0.0,12.0,0.0
2023-08-04,13,126443.0,12.0,1.0
2023-08-07,0,0.0,12.0,0.0
2023-08-09,0,0.0,12.0,0.0
2023-08-16,0,0.0,12.0,0.0
2023-08-25,0,0.0,12.0,0.0
2023-08-28,0,0.0,12.0,0.0
2023-08-30,0,0.0,12.0,0.0
2023-09-01,0,0.0,12.0,0.0
2023-09-04,0,0.0,12.0,0.0
2023-09-06,0,0.0,12.0,0.0
2023-09-08,0,0.0,12.0,0.0
2023-09-11,0,0.0,12.0,0.0
2023-09-13,0,0.0,12.0,0.0
2023-09-15,0,0.0,12.0,0.0
2023-09-18,0,0.0,12.0,0.0
2023-09-20,0,0.0,12.0,0.0
2023-09-22,100,981004.0,12.0,1.0
2023-09-25,0,0.0,12.0,0.0
2023-09-27,0,0.0,12.0,0.0
2023-09-29,0,0.0,12.0,0.0
2023-10-02,0,0.0,12.0,0.0
2023-10-04,0,0.0,12.0,0.0
2023-10-06,0,0.0,12.0,0.0
2023-10-09,0,0.0,12.0,0.0
2023-10-11,0,0.0,12.0,0.0
2023-10-13,0,0.0,12.0,0.0
2023-10-16,900,8862849.0,12.0,1.0
2023-10-18,0,0.0,12.0,0.0
2023-10-20,0,0.0,12.0,0.0
2023-10-23,0,0.0,12.0,0.0
2023-10-25,0,0.0,12.0,0.0
2023-10-27,0,0.0,12.0,0.0
2023-10-30,0,0.0,12.0,0.0
2023-11-01,0,0.0,12.0,0.0
2023-11-03,1050,10966458.0,12.0,2.0
2023-11-06,0,0.0,12.0,0.0
2023-11-08,0,0.0,12.0,0.0
2023-11-10,0,0.0,12.0,0.0
2023-11-13,0,0.0,12.0,0.0
2023-11-15,0,0.0,11.0,0.0
2023-11-17,0,0.0,11.0,0.0
2023-11-20,0,0.0,11.0,0.0
2023-11-22,300,3064263.0,11.0,1.0
2023-11-23,892,9151046.0,15.0,2.0
2023-11-24,10000,102176200.0,15.0,2.0
2023-11-27,465,4751988.0,15.0,3.0
2023-11-29,0,0.0,15.0,0.0
2023-12-01,0,0.0,15.0,0.0
2023-12-04,0,0.0,15.0,0.0
2023-12-05,0,0.0,15.0,0.0
2023-12-06,0,0.0,15.0,0.0
2023-12-07,0,0.0,15.0,0.0
2023-12-08,0,0.0,15.0,0.0
2023-12-11,0,0.0,15.0,0.0
2023-12-12,0,0.0,15.0,0.0
2023-12-13,0,0.0,15.0,0.0
2023-12-14,0,0.0,15.0,0.0
2023-12-15,0,0.0,15.0,0.0
2023-12-18,0,0.0,15.0,0.0
